2	d2_5	why is the sky blue	The ocean is also blue, but not because it reflects the sky. Water molecules naturally absorb longer wavelengths of light (like red, orange, and yellow) and scatter shorter blue wavelengths, which gives large bodies of water their deep blue color.
2	d2_6	why is the sky blue	Water boils at 100 degrees Celsius (212 degrees Fahrenheit) at standard atmospheric pressure. As altitude increases, the atmospheric pressure decreases, which lowers the boiling point of water.
2	d2_7	why is the sky blue	Light travels in straight lines until it hits an object or passes through a medium. When light passes from one medium to another, like from air to water, it bends, a process known as refraction.
2	d2_8	why is the sky blue	The Moon does not produce its own light; it reflects the light of the Sun. As the Moon orbits the Earth, different portions of its sunlit side are visible to us, causing the lunar phases.
3	d3_1	what is photosynthesis in plants	Photosynthesis is the process by which green plants, algae, and some bacteria convert light energy into chemical energy. Using sunlight, carbon dioxide from the air, and water from the soil, plants synthesize glucose (sugar) and release oxygen as a byproduct. This process takes place inside the chloroplasts using the green pigment chlorophyll.
3	d3_2	what is photosynthesis in plants	Plants perform photosynthesis to make food. They capture solar energy using chlorophyll and combine it with carbon dioxide and water to produce glucose, which is used for energy and growth. The chemical reaction releases oxygen into the atmosphere.
3	d3_3	what is photosynthesis in plants	Photosynthesis is crucial for life on Earth because it is the primary source of oxygen in our atmosphere. Without plants converting solar energy and carbon dioxide, most aerobic organisms would not be able to survive.
3	d3_4	what is photosynthesis in plants	Plant cells differ from animal cells because they have a rigid cell wall, chloroplasts, and a large central vacuole. The cell wall provides structural support and protection, helping the plant stand upright against gravity.
3	d3_5	what is photosynthesis in plants	Soil erosion is the displacement of the upper layer of soil, which is a form of soil degradation. It can be caused by wind, water, and human activities such as agriculture, deforestation, and urban development.
3	d3_6	what is photosynthesis in plants	The water cycle is the continuous movement of water on, above, and below the surface of the Earth. It involves processes like evaporation, condensation, precipitation, and runoff.
3	d3_7	what is photosynthesis in plants	Chloroplasts are the organelles in plant cells where photosynthesis occurs. They contain chlorophyll, which absorbs light energy, primarily from the blue and red parts of the spectrum.
3	d3_8	what is photosynthesis in plants	Fossils are the preserved remains or traces of ancient organisms. They provide crucial evidence for the history of life on Earth and the process of evolution over millions of years.
4	d4_1	symptoms of heart attack	Common symptoms of a heart attack include chest pain or discomfort, which may feel like pressure, squeezing, or fullness in the center of the chest. Other symptoms include discomfort or pain in one or both arms, the back, neck, jaw, or stomach, shortness of breath, breaking out in a cold sweat, lightheadedness, or nausea.
4	d4_2	symptoms of heart attack	A heart attack occurs when blood flow to the heart muscle is blocked. Recognizing the warning signs is critical: chest tightness, pain radiating down the left arm, sweating, dizziness, and feeling short of breath are primary indications of a cardiac event.
4	d4_3	symptoms of heart attack	Cardiovascular disease is the leading cause of death globally. Risk factors include high blood pressure, high cholesterol, smoking, obesity, diabetes, and a lack of regular physical exercise, which can lead to a myocardial infarction.
4	d4_4	symptoms of heart attack	To maintain a healthy heart, doctors recommend a diet rich in fruits, vegetables, whole grains, and lean proteins. Reducing sodium and saturated fats can help manage blood pressure and lower the risk of developing arterial plaque.
4	d4_5	symptoms of heart attack	Influenza symptoms usually appear suddenly and include fever, chills, cough, sore throat, muscle or body aches, headaches, and fatigue. While severe cases can impact the heart, flu is primarily a respiratory viral infection.
4	d4_6	symptoms of heart attack	A stroke occurs when blood flow to a part of the brain is interrupted or reduced, depriving brain tissue of oxygen and nutrients. Symptoms include sudden numbness, confusion, and trouble speaking.
4	d4_7	symptoms of heart attack	High blood pressure, or hypertension, is often called a silent killer because it typically has no warning signs or symptoms. If left untreated, it can lead to a heart attack or stroke.
4	d4_8	symptoms of heart attack	Diabetes is a chronic disease that occurs when the pancreas does not produce enough insulin, or when the body cannot effectively use the insulin it produces, leading to high blood sugar.
5	d5_1	how database index improves query performance	A database index improves query performance by creating a pointer system that allows the database engine to find data without scanning every row in a table. By using structures like B-Trees, the index allows the engine to locate records in logarithmic time, significantly reducing disk I/O operations and speeding up SELECT queries.
5	d5_2	how database index improves query performance	Indexes speed up databases by acting like an index at the back of a textbook. Instead of reading the whole book (table scan) to find a topic, the database searches the index to find the exact location of the rows, resulting in much faster query execution times.
5	d5_3	how database index improves query performance	Databases use indexes to optimize queries, but indexes also come with write overhead. Every time a row is inserted, updated, or deleted, the corresponding index must also be updated, which can slow down write-heavy applications.
5	d5_4	how database index improves query performance	A relational database organizes data into tables with columns and rows. Tables can be linked using primary keys and foreign keys to enforce referential integrity across the system. Standard SQL is used to query this data.
5	d5_5	how database index improves query performance	Normalisation is the process of structuring a relational database in accordance with a series of normal forms in order to reduce data redundancy and improve data integrity. It typically involves splitting tables into smaller ones.
5	d5_6	how database index improves query performance	NoSQL databases, like MongoDB or Cassandra, are designed to handle unstructured data and provide high scalability. They differ from SQL databases because they do not use a fixed schema.
5	d5_7	how database index improves query performance	A database query planner analyzes SQL queries and decides the most efficient execution plan, which may involve index scans, table scans, nested loops, or hash joins to fetch data.
5	d5_8	how database index improves query performance	Cloud computing is the on-demand availability of computer system resources, especially data storage and computing power, without direct active management by the user.
6	d6_1	average lifespan of a domestic cat	The average lifespan of an indoor domestic cat is typically 12 to 15 years. However, many cats can live into their late teens or early twenties with proper nutrition, regular veterinary care, and a safe indoor environment. Outdoor cats, by contrast, have a much shorter lifespan of only 2 to 5 years due to hazards like traffic and predators.
6	d6_2	average lifespan of a domestic cat	Domestic cats usually live for about 12-15 years on average. Indoor-only cats have a significant advantage and often survive up to 20 years. Adequate diet, hydration, and regular checkups help maximize their longevity.
6	d6_3	average lifespan of a domestic cat	Cats are popular domestic pets known for their agility and companionship. Keeping your cat healthy involves vaccinations, parasite control, and spaying or neutering, which can indirectly extend their life by preventing diseases.
6	d6_4	average lifespan of a domestic cat	The domestic dog has a lifespan that varies greatly by breed size. Small dogs, like Chihuahuas, can live for 15 to 20 years, while large breeds, like Great Danes, may only live for 8 to 10 years on average.
6	d6_5	average lifespan of a domestic cat	Feline leukemia virus is a retrovirus that infects cats. It can be transmitted through saliva or nasal secretions. While there is no cure, there is an effective vaccine that is highly recommended for cats that go outdoors.
6	d6_6	average lifespan of a domestic cat	Cats are obligate carnivores, meaning they require animal tissue to meet their nutritional needs. They need high levels of protein and specific nutrients like taurine in their diet.
6	d6_7	average lifespan of a domestic cat	As domestic cats age, they may develop common age-related conditions such as kidney disease, arthritis, hyperthyroidism, and dental issues, which require veterinary management to maintain quality of life.
6	d6_8	average lifespan of a domestic cat	Rabies is a preventable viral disease most often transmitted through the bite of a rabid animal. The rabies virus infects the central nervous system of mammals, ultimately causing disease in the brain.
7	d7_1	who invented the telephone	Alexander Graham Bell is widely credited with inventing the telephone, receiving the first US patent for the device in March 1876. His famous first words transmitted over the telephone were to his assistant: 'Mr. Watson, come here, I want to see you.' However, inventors like Elisha Gray and Antonio Meucci also made significant contributions to early voice transmission technology.
7	d7_2	who invented the telephone	The telephone was patented by Alexander Graham Bell in 1876. He successfully demonstrated the electric transmission of vocal sounds, beating Elisha Gray to the patent office by just a few hours, establishing Bell as the primary inventor.
7	d7_3	who invented the telephone	The invention of the telephone revolutionized communication in the late 19th century. Before the telephone, the telegraph was the main method of long-distance communication, transmitting text-based messages via Morse code.
7	d7_4	who invented the telephone	Thomas Edison invented the incandescent light bulb, the phonograph, and the motion picture camera. He held over a thousand patents in the United States and was known as the Wizard of Menlo Park.
7	d7_5	who invented the telephone	The printing press was invented by Johannes Gutenberg around 1440. It allowed for the mass production of books, which led to a massive increase in literacy rates and the rapid spread of information across Europe.
7	d7_6	who invented the telephone	The electric telegraph is a point-to-point text messaging system, primarily used from the 1840s until the late 20th century. It transmitted electrical signals over wire lines.
7	d7_7	who invented the telephone	Alexander Graham Bell was born in Scotland and worked with the deaf. His research on hearing and speech led him to experiment with hearing devices which culminated in the telephone.
7	d7_8	who invented the telephone	The steam engine was improved by James Watt in the late 18th century. It became the energy source for the Industrial Revolution, powering factories, locomotives, and steamships.
8	d8_1	what causes earthquakes	Earthquakes are primarily caused by the sudden release of energy along faults in the Earth's crust. This energy build-up is due to tectonic plates slowly moving and grinding past each other. When the frictional stress overcomes the strength of the rocks, a rupture occurs, sending seismic waves through the ground that we feel as shaking.
8	d8_2	what causes earthquakes	Earthquakes happen when tectonic plates slip past one another. The plates are constantly moving, and when they get stuck at their edges, stress builds up. When the stress is released, energy waves travel through the crust, causing the earth to shake.
8	d8_3	what causes earthquakes	Seismometers are instruments used to measure and record the intensity of earthquakes. The Richter scale and the Moment Magnitude scale are used by scientists to quantify the magnitude of seismic events.
8	d8_4	what causes earthquakes	Volcanoes are formed when magma from Earth's mantle rises to the surface. Eruptions can release ash, lava, and toxic gases, which can cause significant damage to local environments and affect global weather patterns.
8	d8_5	what causes earthquakes	Tsunamis are giant waves caused by earthquakes or volcanic eruptions under the sea. Out in the depths of the ocean, tsunami waves do not grow to great height, but as they reach shallow water, they build up to terrifying size.
8	d8_6	what causes earthquakes	Plate tectonics is the scientific theory explaining the movement of Earth's lithosphere. The lithosphere is broken into major and minor tectonic plates that slide over the asthenosphere.
8	d8_7	what causes earthquakes	Earthquakes can trigger secondary disasters such as landslides, volcanic activity, and tsunamis. The shaking of the ground can also cause liquefaction of soil, damaging buildings.
8	d8_8	what causes earthquakes	Weather is the state of the atmosphere at a specific time and place. It includes factors like temperature, humidity, precipitation, wind speed, and atmospheric pressure.
9	d9_1	difference between python list and tuple	The main difference between a Python list and a tuple is mutability. Lists are mutable, meaning their elements can be modified, added, or removed after creation, and are defined using square brackets []. Tuples are immutable, meaning they cannot be changed once created, are defined using parentheses (), and are generally faster and consume less memory than lists.
9	d9_2	difference between python list and tuple	In Python, lists are mutable while tuples are immutable. You can alter the contents of a list using methods like append() or pop(), but a tuple will raise a TypeError if you try to assign new values to its elements.
9	d9_3	difference between python list and tuple	Python supports several built-in sequence types, including lists, tuples, and strings. Sequence types allow you to store collections of items and access them using zero-based index values.
9	d9_4	difference between python list and tuple	A Python dictionary is an unordered collection of key-value pairs. Dictionaries are mutable, and keys must be of an immutable type, such as strings, numbers, or tuples, to ensure they can be hashed correctly.
9	d9_5	difference between python list and tuple	Python is an interpreted, high-level, general-purpose programming language. Created by Guido van Rossum and first released in 1991, Python's design philosophy emphasizes code readability with its notable use of significant whitespace.
9	d9_6	difference between python list and tuple	In Python, a set is an unordered collection of unique elements. Sets are mutable, but their elements must be hashable. Sets are defined using curly braces {} or the set() function.
9	d9_7	difference between python list and tuple	Because tuples are immutable in Python, they can be used as keys in databases or elements in sets, whereas lists cannot be used as dictionary keys because they are mutable.
9	d9_8	difference between python list and tuple	Garbage collection in Python is managed automatically. Python uses reference counting as its primary mechanism and a cyclic garbage collector to detect and clean up reference cycles.
10	d10_1	benefits of regular exercise	Regular physical exercise offers numerous health benefits, including improving cardiovascular health, strengthening muscles and bones, and aiding in weight management. Additionally, exercise stimulates the release of endorphins, which can improve mood, reduce stress and anxiety, enhance sleep quality, and lower the risk of chronic conditions like type 2 diabetes.
10	d10_2	benefits of regular exercise	Exercising regularly helps maintain a healthy weight and strengthens the heart and lungs. It is also proven to boost mental health by reducing depression and anxiety through the release of mood-enhancing brain chemicals.
10	d10_3	benefits of regular exercise	Health professionals recommend at least 150 minutes of moderate aerobic activity or 75 minutes of vigorous activity per week. This can include activities like walking, running, swimming, cycling, or strength training.
10	d10_4	benefits of regular exercise	A balanced diet is essential for overall health and well-being. Eating a variety of foods, including plenty of fruits and vegetables, provides the body with the vitamins and minerals it needs to function properly.
10	d10_5	benefits of regular exercise	Sleep deprivation can lead to serious health issues, including memory problems, mood changes, weakened immunity, and an increased risk of accidents. Most adults require 7 to 9 hours of quality sleep per night.
10	d10_7	benefits of regular exercise	Regular exercise promotes better sleep by helping you fall asleep faster and deepening your sleep. However, exercising too close to bedtime can interfere with sleep for some people.
10	d10_8	benefits of regular exercise	Vitamin D is essential for bone health because it helps the body absorb calcium. The body produces vitamin D naturally when skin is directly exposed to sunlight.
